...1;FuD.Key;Nr.;Verfasser;GND..Verfasser.;VIAF..Verfasser.;EmpfÌ_nger;GND..EmpfÌ_nger.;VIAF..EmpfÌ_nger.;Datierung..JJJJ.MM.TT.;Ausstellungsort;Geonames..Ausstellungsort.;Empfangsort;Geonames..Empfangsort.;Vorlage;VollstÌ_ndigkeit.des.Archivals;ErlÌ_uterung.UnvollstÌ_ndigkeit;Umfang.in.Seiten;Anfang.des.Briefes;Inhaltliche.Stichpunkte;Weitere.Personen;GND..Weitere.Personen.;VIAF..Weitere.Personen.;Orte;Geonames..Orte.;SchlagwÌ¦rter;Weitere_Pers1_genre;Weitere_Pers2_genre;Verfasser1_gender;Verfasser2_gender
9441;CdS-b1-08j3;CdS/31/069-073;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Pailliet, Jean Baptiste Joseph (Anwalt der CdS in OrlÌ©ans, um 1829);http://d-nb.info/gnd/121286169;http://viaf.org/viaf/17555308;1826-12-25;NA;NA;NA;NA;Abschrift;vollstÌ_ndig;NA;10;J‰ÛªÌ©tais sur le point de quitter la campagne, Monsieur, lorsque j‰Ûªai reÌ¤u votre derniÌ¬re lettre.;Wichtiger und ausfÌ_hrlicher Brief der CdS Ì_ber ihre Ehe und die UmstÌ_nde der Scheidung (Ehebruch des Pipelet mit Madame L‰ÛªAmiral) zu der CdS getrieben wurde. Die zukÌ_nftige neue Frau Pipelets hat ihn dazu getrieben, mehr Geld von CdS zu verlangen als vereinbart. CdS hat sich von De SÌ¬ze beraten lassen. UnterstÌ_tzung des Pugnet. Scheidung durch BÌ_rgermeister BriÌ¬re de MondÌ©tour. Pipelet Vater (BÌ_rgermeister von Coucy) war gegen diese Scheidung, und schenkte seiner Enkelin eine grÌ¦ÌÙere Summe. Brief des neuen BÌ_rgermeister von Coucy, Carlier. Empfehlungen des Vingtain. Darstellung der finanziellen Entwicklung der Angelegenheit. CdS verteidigt die Rechte ihrer Enkelkinder. Neid des Pipelet.;"Pipelet, Jean-Baptiste; Carlier, [Jean?] (BÌ_rgermeister von Coucy bzw. Folembray); Francq, drei Enkel der CdS; Pipelet, Madame, in erster Ehe Lamiral (2. Frau von Jean-Baptiste Pipelet); Pugnet, Monsieur; BriÌ¬re de MondÌ©tour, Monsieur; SÌ¬ze, Monsieur de; Francq, Agathe ClÌ©mence, baronne de, geb. Pipelet, gen. Minette; Vingtain, Monsieur (Notar in Paris); Pipelet, FranÌ¤ois (GroÌÙvater von Minette); Lamiral / L'Amiral, Monsieur (erster Mann der zweiten Frau von Jean-Baptiste Pipelet)";"n/a; n/a; n/a; n/a; n/a; n/a; n/a; n/a; n/a; http://d-nb.info/gnd/115636951; n/a";"https://viaf.org/viaf/188712285; n/a; n/a; n/a; n/a; n/a; n/a; n/a; n/a; http://viaf.org/viaf/25335618; n/a";"Aachen; Coucy";"https://www.geonames.org/3247449; https://www.geonames.org/3023363";"Wirtschaft/Finanzen; Ehe/Liebe; Prozess/Gericht";NA;NA;Female;NA
9442;CdS-b1-08j8;CdS/31/083-085;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Pailliet, Jean Baptiste Joseph (Anwalt der CdS in OrlÌ©ans, um 1829);http://d-nb.info/gnd/121286169;http://viaf.org/viaf/17555308;1827-04-13;Paris;https://www.geonames.org/2988507;NA;NA;Abschrift;vollstÌ_ndig;NA;5;Je vous ai envoyÌ© hier, Monsieur, la signification du jugement;Weiterleitung von GerichtsbeschlÌ_ssen. Anmerkung des SRD. Unsicherheit der CdS, was Geld- und Gerichtsangelegenheiten betrifft.;"Salm-Reifferscheidt-Dyck, Joseph FÌ_rst und Altgraf zu (SRD); Francq, drei Enkel der CdS";"http://d-nb.info/gnd/1159074453; n/a";"http://viaf.org/viaf/1847152636116120051820; n/a";NA;NA;Prozess/Gericht;male;NA;Female;NA
9488;CdS-b1-083x;CdS/31/107;Chambert, Monsieur (Anwalt CdS' in Tours);NA;NA;Pailliet, Jean Baptiste Joseph (Anwalt der CdS in OrlÌ©ans, um 1829);http://d-nb.info/gnd/121286169;http://viaf.org/viaf/17555308;1827-11-14;Tours;https://www.geonames.org/2972191;NA;NA;Abschrift;vollstÌ_ndig;NA;1;Monsieur, je m'empresse ÌÊ ma sortie de l'audience;Erfolg der Enkel CdS' vor Gericht in Tours.;"Francq, FÌ©lix, baron de; Francq, Constant de; Francq, Alexandre de";"n/a; n/a; n/a";"n/a; n/a; n/a";Tours;https://www.geonames.org/2972191;Wirtschaft/Finanzen;NA;male;Male;NA
9489;CdS-b1-087r;CdS/17/288-289;Drais, Pierre (Vertrauensmann der CdS);http://d-nb.info/gnd/1188442287;http://viaf.org/viaf/24156073846353862446;ThÌ©is, Alexandre Ìätienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;1839-06-06;Paris;https://www.geonames.org/2988507;NA;NA;Abschrift;vollstÌ_ndig;NA;2;Monsieur le baron de ThÌ©is, j‰Ûªarrive aprÌ¬s une absence de dix jours, et je trouve Madame la Princesse;Gesundheitszustand der CdS unverÌ_ndert. Unwetter in Paris. Notiz Ì_ber Mentelle mit Druckfehlern. Ausbleibende Briefe ‰ÛÒ Krankheit des T.? Wunsch der CdS, T. in Paris zu treffen.;NA;NA;NA;NA;NA;"Gesundheit/Krankheit; CdS: Notice sur la vie et les Òuvres de Mentelle (1839)";NA;NA;Male;NA
10543;CdS-b1-07r2;CdS/28/002-003;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Duval, Alexandre, eigentl. Alexandre-Vincent Pineux;http://d-nb.info/gnd/104201088;http://viaf.org/viaf/100176929;1828-07-29;Dyck (Schloss), Gde. JÌ_chen;https://www.geonames.org/2894637;NA;NA;Abschrift;vollstÌ_ndig;NA;2;Me voilÌÊ enfin ÌÊ peu prÌ¬s rÌ©tablie, mon cher Duval, et mon premier soin est de vous remercier de la toute aimable surprise;Dank fÌ_r Ds Artikel Ì_ber seinen Aufenthalt in Dyck. CdS‰Û÷ Krankheit. Ds Werke in CdS‰Û÷ Bibliothek. Ds erfolgreicher Abschluss einer Werkausgabe. Entsprechende PlÌ_ne der CdS. Bitte um Nachrichten. Schwache Gesundheit, Alter. RegelmÌ_ÌÙige Treffen an jedem Dienstag nach CdS‰Û÷ RÌ_ckkehr nach Paris.;"Salm-Reifferscheidt-Dyck, Joseph FÌ_rst und Altgraf zu (SRD); Drais, Pierre (Vertrauensmann der CdS)";"http://d-nb.info/gnd/1159074453; http://d-nb.info/gnd/1188442287";"http://viaf.org/viaf/1847152636116120051820; http://viaf.org/viaf/24156073846353862446";NA;NA;"Briefpartner/Werk; CdS: Ìädition gÌ©nÌ©rale bzw. oeuvres choisies (Publikationsvorhaben ab 1825)";male;male;Female;NA
10547;CdS-b1-07re;CdS/28/006;Duval, Alexandre, eigentl. Alexandre-Vincent Pineux;http://d-nb.info/gnd/104201088;http://viaf.org/viaf/100176929;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1827-06-24;NA;NA;NA;NA;Abschrift;vollstÌ_ndig;NA;1;Madame, lorsque vous me fÌ¨tes l‰Ûªhonneur de me prier d‰Ûªaller vous visiter dans votre rÌ©sidence;AnkÌ_ndigung seines Besuchs in Dyck. Bitte um Wegbeschreibung von KÌ¦ln aus. Vorfreude auf Wiedersehen mit SRD und CdS.;Salm-Reifferscheidt-Dyck, Joseph FÌ_rst und Altgraf zu (SRD);http://d-nb.info/gnd/1159074453;http://viaf.org/viaf/1847152636116120051820;NA;NA;Reise/MobilitÌ_t;male;NA;Male;NA
10572;CdS-b1-07w0;CdS/16/005-007;ThÌ©is, Alexandre Ìätienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1815-03-05;Aventure / L'Aventure (Schloss), Gde. Chauny;https://www.geonames.org/3025860;NA;NA;Abschrift;vollstÌ_ndig;NA;4;Ma femme vient de me faire passer ta lettre, trÌ¬s chÌ¬re sÒur, et je me hÌ¢te d‰Ûª rÌ©pondre;Dank fÌ_r Brief. T. zurÌ_ck auf Schloss Aventure. Sehnsucht nach der Vergangenheit. VerÌ_nderter Zeitgeist durch die Ereignisse der Revolution. Gegnerschaften von bislang unbekannter IntensitÌ_t. Verrat der CdS durch einen frÌ_heren PrÌ©fet [?]. CdS‰Ûª Klagen Ì_ber Dyck. Positive Aspekte. Tod der Mademoiselle de Saint-Mars. Elternhaus seiner Frau, sein Schwiegervater. Klagen des T. Ì_ber sehr negative Resonanz auf eine ehrenvolle MaÌÙnahme seinerseits. VerhÌ_ltnis zu seiner Frau. Bitte um Antwortbrief nach Aventure. PS: Schwangere HÌ_ndinnen. Brief fÌ_r Minette erhalten?;"Saint-Mars, Mademoiselle de (Tochter des Generals); ThÌ©is, Anne Marguerite de, geb. de Saint-Mars (Frau des Bruders der CdS)";"n/a; n/a";"n/a; n/a";NA;NA;"Alter/Jugend; FranzÌ¦sische Revolution";NA;female;Male;NA
10579;CdS-b1-07wo;CdS/16/015-017 und 012-013;ThÌ©is, Alexandre Ìätienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1821-12-27;Laon;https://www.geonames.org/3007477;NA;NA;Abschrift;vollstÌ_ndig;NA;6;Chere bonne sÒur, j'ai tardÌ© ÌÊ t'Ì©crire parce que j'ai Ì©tÌ© enrhumÌ©, je ne sais pourquoi;VerspÌ_tete NeujahrswÌ_nsche. Sorge um Gesundheit der CdS. Zu hÌ_ufige Ì_rztliche Untersuchungen, die entmutigen. Seine eigene diesbezÌ_gliche Erfahrung und sein Gesundheitszustand. Reise der CdS nach Paris und Wunsch, sie mit SRD in Aventure zu empfangen. VerstÌ_ndnis, dass CdS nicht in ihrem Hotel wohnen wird. Versicherung, dass er den Freunden der CdS nicht misstraut, aber er erinnert sich an CdS‰Û÷ eigene Unzufriedenheit, wenn diese etwas fÌ_r sie erledigen sollten. Daher Absicht des T., sich um alles selbst zu kÌ_mmern und nur Dussault ein Werk zu schicken. Ts Zuneigung zu Freunden der CdS bis auf LanglÌ¬s. Ts Liebe zur Literatur, aber Abneigung der damit verbundenen Berufe. Ts Versicherung, dass er sich nicht um die Kritiken sorgt, die generell sehr gut waren . Charles ist in Aventure. Wetter. Bitte um Meinung der CdS, ob er an die zustÌ_ndigen Bediensteten des Duc d'OrlÌ©ans [Louis Philippe] schreiben kann, dem nun die WÌ_lder gehÌ¦ren, fÌ_r die sich die ZustÌ_ndigkeit geÌ_ndert hat. Durcheinandergebrachte Verwaltungen durch Ìãnderung im Ministerium. Unsicherheit, wer der neue Vorgesetzte Ts werden wird. Daher Notwendigkeit, mit einer Constant [de Francq] betreffenden Angelegenheit zu warten. Bedauern Ì_ber Erkrankung des Prous, der CdS in der Fremde ein Trost ist. Heirat eines Mannes aus dem Dorf mit der Tochter eines russischen Generals. Die Lage in der TÌ_rkei. Ruhige Lage in Frankreich.;"Amalric, FranÌ¤ois de Sales; Breguet, Abraham Louis (?); Duval, Amaury, eigentl. Charles-Alexandre-Amaury Pineux; Lantier, Ìätienne-FranÌ¤ois de; Ponce, Nicolas; Prous, Henry; Francq, Constant de; Hompesch-Rurich, Johann Baptist Ludwig Graf von (1759-1833), Vater von Hermann Philipp; Louis-Philippe Ier, KÌ¦nig der Franzosen; Dussault, Jean Joseph; Saint-Mars, vicomte de [= gÌ©nÌ©ral de Saint-Mars?]";"http://d-nb.info/gnd/10001495X; http://d-nb.info/gnd/119033399; http://d-nb.info/gnd/116258659; http://d-nb.info/gnd/124441866; http://d-nb.info/gnd/116265612; n/a; n/a; n/a; http://d-nb.info/gnd/11864064X; http://d-nb.info/gnd/10011752X; n/a";"http://viaf.org/viaf/27404651; http://viaf.org/viaf/59225234; http://viaf.org/viaf/59072566; http://viaf.org/viaf/73855964; http://viaf.org/viaf/9904272; n/a; n/a; n/a; http://viaf.org/viaf/55392984; http://viaf.org/viaf/19687461; n/a";"TÌ_rkei; Aventure / L'Aventure (Schloss), Gde. Chauny";"https://www.geonames.org/298795; https://www.geonames.org/3025860";"Briefpartner/Werk; Karriere/-fÌ¦rderung";NA;male;Male;NA
10586;CdS-b1-07x0;CdS/16/027-029;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;ThÌ©is, Alexandre Ìätienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;1822-02-26;Aachen;https://www.geonames.org/3247449;NA;NA;Abschrift;vollstÌ_ndig;NA;4;Cher frÌ¬re, je reÌ¤ois ÌÊ l‰Ûªinstant ta lettre, et j‰Ûªy rÌ©ponds sans difÌ©rer (sic) en ayant le temps;Dank fÌ_r Brief. Wohltuender Kuraufenthalt in Aachen. Sehnsucht nach Dyck. Entschluss hinsichtlich ihrer Unterkunft in Paris und KÌ_ndigung der Madame Fleury. CdS‰Ûª Sehnsucht nach Paris wÌ_hrend ihrer Trauer um Minette. VerstÌ_ndnis ihrer Freunde fÌ_r diese Sehnsucht. GroÌÙe EnttÌ_uschung der CdS Ì_ber Ts Ratschlag an sie, nicht nach Paris zu reisen. MutmaÌÙungen Ì_ber Ts GrÌ_nde. Verwunderung Ì_ber Charles Brief [Sohn des T.s, CdS‰Ûª Neffe]. Bitte um ErklÌ_rung. Ts Abneigung gegen CdS‰Ûª Freunde?;"ThÌ©is, Charles Constant de; Fleury, Madame";"http://d-nb.info/gnd/117624365; n/a";"http://viaf.org/viaf/794527; n/a";NA;NA;"Wohnen/Haushalt; Freundschaft";male;NA;Female;NA
10590;CdS-b1-07yu;CdS/16/037-039;ThÌ©is, Alexandre Ìätienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;NA;Laon;https://www.geonames.org/3007477;NA;NA;Abschrift;vollstÌ_ndig;NA;4;ChÌ¬re sÒur, je suis plus libre depuis ce matin que je ne l'ai pas Ì©tÌ© depuis un mois;Ts Entlastung durch RÌ_ckkehr des PrÌ_fekten. Ts Zufriedenheit mit seiner Arbeit, besonders angesichts der unruhigen Lage auch in den Nachbardepartements. Die Elemente fÌ_r Frieden sind aber gegeben: gute Preise, Arbeit, vÌ_terliche und groÌÙzÌ_gige Regierung. Adolphe hat den bisher noch informellen Rang eines Lieutenants erreicht. Charles arbeitet fleiÌÙig (deutsch, botanische Zeichnungen). Finette zeichnet, liest, musiziert. Erkrankung seiner Frau. VerhÌ_ltnismÌ_ÌÙig guter Gesundheitszustand des T. Ordentliche Erledigung seiner Arbeit in einer unsicheren Lage. Positives Urteil Ì_ber den PrÌ_fekten. Neuausgabe des ‰Û_PolyclÌ¬te‰ÛÏ.Ts Erstaunen Ì_ber die Dreistigkeit des Mannes [Karl Bouton] nach seiner Verurteilung. Rat an CdS, sich weder mit ihm, der Dame [die erste Frau des SRD] oder ihrem Onkel zu beschÌ_ftigen. CdS soll nichts auf Drohungen geben, die man nicht verhindern kann. Bedauern Ì_ber verschobenes Zusammentreffen mit CdS. Gesundheitszustand der CdS. CdS hat recht, T. hÌ_tte SRD schneller antworten sollen. Seine Zuneigung zu SRD.;"Hatzfeldt-SchÌ¦nstein, Maria Theresia GrÌ_fin von, 1. Ehefrau des SRD; Salm-Reifferscheidt-Dyck, Joseph FÌ_rst und Altgraf zu (SRD); ThÌ©is, Charles Constant de; ThÌ©is, Adolphe de; Floirac, Jacques-Ìätienne de La Grange-Gourdon, comte de; Bouton, Karl; ThÌ©is, JosÌ©phine de, verh. Saint-Cricq, gen. Finette";"n/a; http://d-nb.info/gnd/1159074453; http://d-nb.info/gnd/117624365; n/a; http://d-nb.info/gnd/1031748733; n/a; n/a";"n/a; http://viaf.org/viaf/1847152636116120051820; http://viaf.org/viaf/794527; n/a; http://viaf.org/viaf/215034736; n/a; n/a";NA;NA;"Briefpartner/Werk; Frankreich - Politik; Wirtschaft/Finanzen";female;male;Male;NA
10595;CdS-b1-07z1;CdS/16/052-053;ThÌ©is, Alexandre Ìätienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1824-07-25;Laon;https://www.geonames.org/3007477;NA;NA;Abschrift;vollstÌ_ndig;NA;3;"ChÌ¬re bonne sÒur, j'Ì©tais inquiet de n'avoir pas eu de tes nouvelles; ta lettre m'a appris que";"Sorge um vergangene Erkrankung der CdS und diesbezÌ_gliche RatschlÌ_ge. Altern. Kommentar zu einem fÌ_r CdS ‰Û_""Ì_rgerlichen Prozess‰ÛÏ"". Vertrauen in die Richter, aber Verdruss Ì_ber Wiederaufnahme dieser abgeschlossenen Angelegenheit. Vermutung, dass die Familie [Pipelet] Geld braucht und sich in der Erbangelegenheit einen Vorteil verschaffen will. Ts Empfehlung eines Juristen namens Dufour. BefÌ_rchtungen bezÌ_glich der Aufnahme eines Neffen durch CdS und SRD. Wohlergehen von Ts Familie.";"Salm-Reifferscheidt-Alfter, Alfred Joseph Klemens FÌ_rst und Altgraf zu; Dufour, Monsieur (Jurist)";"http://d-nb.info/gnd/139642293; n/a";"http://viaf.org/viaf/102506361; n/a";NA;NA;Wirtschaft/Finanzen;male;NA;Male;NA
10601;CdS-b1-07z8;CdS/16/064-065;ThÌ©is, Alexandre Ìätienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1825-05-29;Laon;https://www.geonames.org/3007477;NA;NA;Abschrift;vollstÌ_ndig;NA;2;ChÌ¬re sÒur, je t'Ì©cris de ce jour oÌ_ tout est en mouvement autour de nous.;Unruhiger Tag [KrÌ¦nung von Charles X.]: Durchfahrt von Wagen, Menschenmassen. Anwesenheit des PrÌ_fekten und aller Beamten in Reims. T. hÌ_lt die Stellung in Laon. Besuch des Saint-Mars und Weiterreise mit Charles nach Reims. Ernennung des T. zum ‰Û_Officier de la LÌ©gion‰ÛÏ. Dankbarkeit fÌ_r die UnterstÌ_tzung des Saint-Mars.;"Charles X, KÌ¦nig von Frankreich; Saint-Mars, vicomte de [= gÌ©nÌ©ral de Saint-Mars?]; Northumberland, Herzog von";"http://d-nb.info/gnd/118776770; n/a; n/a";"http://viaf.org/viaf/96583780; n/a; n/a";"Soissons; Reims";"https://www.geonames.org/2974389; https://www.geonames.org/2984114";"Frankreich - Politik; Auszeichnung/Wettbewerb; Karriere/-fÌ¦rderung";NA;NA;Male;NA
10602;CdS-b1-07zd;CdS/16/069-070;ThÌ©is, Alexandre Ìätienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1825-08-20;Laon;https://www.geonames.org/3007477;NA;NA;Abschrift;vollstÌ_ndig;NA;3;ChÌ¬re sÒur, je pars demain pour Paris, et avant ce moment, j'ai voulu te mettre au courant;Ts morgige Abreise nach Paris, um seine Tochter abzuholen. Zufriedenheit der Familie Saint-Mars mit der Tochter. Positives Urteil des Malers LefÌ¬vre Ì_ber die Arbeit seiner Tochter. Baldige Fertigstellung des Drucks von Ts Werken. Aufteilung in verschiedene BÌ_nde. Wetter. Teilnahme des Charles an der ErÌ¦ffnung der Jagd. Ernteverlust. Ruhige Lage: wenig Neuigkeiten, mehr und mehr Fabriken, wenig aussichtsreiche Landwirtschaft. Wachsender Stellenwert der Industrie.;"ThÌ©is, Charles Constant de; LefÌ¬vre, Robert; Simon(s), Mademoiselle; Saint-Mars, vicomte de [= gÌ©nÌ©ral de Saint-Mars?]; ThÌ©is, JosÌ©phine de, verh. Saint-Cricq, gen. Finette";"http://d-nb.info/gnd/117624365; http://d-nb.info/gnd/117614815; n/a; n/a; n/a";"http://viaf.org/viaf/794527; http://viaf.org/viaf/76580341; n/a; n/a; n/a";NA;NA;"Briefpartner/Werk; Technik/Fortschritt; Buchhandel/Verleger";male;male;Male;NA
10604;CdS-b1-07zr;CdS/16/089-090;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;ThÌ©is, Alexandre Ìätienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;1825-11-17;Aachen;https://www.geonames.org/3247449;NA;NA;Abschrift;vollstÌ_ndig;NA;2;Je vois avec plaisir, cher frÌ¬re, que les circonstances font ce que ma raison, et mon amitiÌ©;Vermarktung des neuen Romans des T. mithilfe der Freunde der CdS. Beiliegende Briefe des Drais. Beendung der Auseinandersetzung zwischen CdS und T. Klage Ì_ber T.s mangelnde Offenheit. T.s Bemerkung zu Michel Berr. Rat an T., weniger eitel zu sein. Erfolg des ‰Û_PolyclÌ¬te‰ÛÏ. Verletzung der CdS infolge eines Sturzes.;"LÌ©montey, Pierre-Ìädouard; Drais, Pierre (Vertrauensmann der CdS); Berr / Behr, Michel";"http://d-nb.info/gnd/115628037; http://d-nb.info/gnd/1188442287; http://d-nb.info/gnd/100037720";"http://viaf.org/viaf/49257739; http://viaf.org/viaf/24156073846353862446; http://viaf.org/viaf/61680557";NA;NA;"Briefpartner/Werk; Literarisches Geschehen/Neuerscheinung; Freundschaft";NA;male;Female;NA
10605;CdS-b1-080k;CdS/16/123-125;ThÌ©is, Alexandre Ìätienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1826-06-27;Laon;https://www.geonames.org/3007477;NA;NA;Abschrift;vollstÌ_ndig;NA;4;Je m'ennuie et m'inquiÌ¬te, chÌ¬re bonne sÒur, d'Ì»tre si longtems sans recevoir de tes nouvelles.;Sorge um ausbleibende Neuigkeiten von CdS. Reise seiner Frau nach Paris, um ihre Familie zu unterstÌ_tzen. Erneuter Unterricht von Ts Tochter bei LefÌ¬vre. Wachsende Familie des Saint-Mars und Freude des T., dass seine Familie dort noch Platz findet. T. bleibt alleine zurÌ_ck. Warten auf erste Briefe von Adolphe. Dessen gute Zukunftsperspektiven durch diese Reise. Aufenthalt des Charles bei seiner Tante. MÌ¦gliche Heirat seiner Tochter. Ts Wunsch, seine Kinder vor seinem Ableben zu versorgen.;"ThÌ©is, Charles Constant de; ThÌ©is, Adolphe de; LefÌ¬vre, Robert; Saint-Mars, vicomte de [= gÌ©nÌ©ral de Saint-Mars?]; ThÌ©is, JosÌ©phine de, verh. Saint-Cricq, gen. Finette";"http://d-nb.info/gnd/117624365; n/a; http://d-nb.info/gnd/117614815; n/a; n/a";"http://viaf.org/viaf/794527; n/a; http://viaf.org/viaf/76580341; n/a; n/a";Mainz;https://www.geonames.org/2874225;"Alter/Jugend; Karriere/-fÌ¦rderung";male;male;Male;NA
10606;CdS-b1-080f;CdS/16/114-115;ThÌ©is, Alexandre Ìätienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1826-04-03;Laon;https://www.geonames.org/3007477;NA;NA;Abschrift;vollstÌ_ndig;NA;3;ChÌ¬re sÒur, j'attendais pour t'Ì©crire que nous eussions reÌ¤u des nouvelles positives sur l'affaire d'Adolphe;Positive Nachrichten bezÌ_glich der Angelegenheit seines Sohnes Adolphe, dessen Zukunft nun gesichert ist. Ts Sorgen, aber gute VorsÌ_tze seines Sohnes, der sich sehr freut. Gesundheitszustand der CdS. Aufenthalt des Charles bei Onkel und Tante [Unterbrechung des Briefs]. ÌÏberraschender Besuch des Adolphe, der von T. mit den nÌ¦tigen Geldern ausgestattet wird. Bedauern Ì_ber das Ende von Leseth [?], der ihm die Galerie von Denon gezeigt hatte. Gute Idee der CdS, die Romane Mlle Le Roy zu geben. Ts Beteuerung, dass er nicht wÌ_nscht, dass Ì_ber diese Angelegenheit noch geschrieben wird, sei es auch zu seiner Verteidigung.;"Denon, Dominique Vivant, baron; ThÌ©is, Adolphe de; Saint-Mars, vicomte de [= gÌ©nÌ©ral de Saint-Mars?]; BouillÌ©, gÌ©nÌ©ral de (Vorgesetzter des Adolphe de ThÌ©is bei dessen Martinique-Expedition)";"http://d-nb.info/gnd/118671499; n/a; n/a; n/a";"http://viaf.org/viaf/64021324; n/a; n/a; n/a";Lille;https://www.geonames.org/2998324;Briefpartner/Werk;male;male;Male;NA
10607;CdS-b1-07z6;CdS/16/060-061;ThÌ©is, Alexandre Ìätienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1825-02-10;Laon;https://www.geonames.org/3007477;NA;NA;Abschrift;vollstÌ_ndig;NA;3;ChÌ¬re sÒur, je commenÌ¤ais ÌÊ avoir une vÌ©ritable inquiÌ©tude de ton long silence;Freude Ì_ber Brief der CdS. Erkrankung des T. und seiner Familie. Noch bevorstehende Reise des T. Schlechte StraÌÙen. Ts Arbeitsbelastung. Trauer der jungen Leute, nicht tanzen zu kÌ¦nnen. Es wird schwarz getragen. Ts bevorstehendes GesprÌ_ch mit Carlier Ì_ber den Prozess. Positiver Artikel Ì_ber den Roman der CdS im ‰Û_Constitutionnel‰ÛÏ. Baldiger Beginn des Drucks [eines Werks?] des T. Neuigkeiten von seinen Kindern. Niederkunft der Frau eines Generals. Briefe der Enkel der CdS an seine Kinder. LektÌ_re deutscher TheaterstÌ_cke.;"ThÌ©is, Charles Constant de; Drais, Pierre (Vertrauensmann der CdS); Goethe, Johann Wolfgang von; Schiller, Johann Christoph Friedrich von; ThÌ©is, Adolphe de; Carlier, Monsieur";"http://d-nb.info/gnd/117624365; http://d-nb.info/gnd/1188442287; http://d-nb.info/gnd/118540238; http://d-nb.info/gnd/117267910; n/a; n/a";"http://viaf.org/viaf/794527; http://viaf.org/viaf/24156073846353862446; http://viaf.org/viaf/24602065; http://viaf.org/viaf/40151484; n/a; n/a";Coucy;https://www.geonames.org/3023363;CdS: 24 heures (1824);male;male;Male;NA
10608;CdS-b1-07zw;CdS/16/100-101;ThÌ©is, Alexandre Ìätienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1825-12-13;Laon;https://www.geonames.org/3007477;NA;NA;Abschrift;vollstÌ_ndig;NA;3;"ChÌ¬re bonne sÒur, c'est aujourd'hui ta fÌ»te; ma famille et moi te la souhaitons de tout notre coeur.";Namenstag der CdS und Geburtstag des T. Altern. Wichtiger Stellenwert der Familie. Ruhiges Erinnern an ein bewegtes Leben. Wunsch, sich noch ein paar Jahre um seine Kinder kÌ_mmern zu kÌ¦nnen. Zufriedenheit mit seinen Kindern. Erinnerung an einen anderen traurigen Geburtstag. Tod Barbiers. Organisation von Wahlen aufgrund des Todes des Generals Foy.;NA;NA;NA;NA;NA;Familie/Familienrecht;NA;NA;Male;NA
