;FuD-Key;letzte Änderung;Dokumenttyp;URL;Nr.;Verfasser;GND (Verfasser);VIAF (Verfasser); Empfänger;GND (Empfänger);VIAF (Empfänger);Datierung (JJJJ-MM-TT);Alternative Datierung;Ausstellungsort;Geonames (Ausstellungsort);Empfangsort;Geonames (Empfangsort);Vorlage;Vollständigkeit des Archivals;Erläuterung Unvollständigkeit;Umfang in Seiten;Anfang des Briefes;Inhaltliche Stichpunkte;Weitere Personen;GND (Weitere Personen);VIAF (Weitere Personen);Orte;Geonames (Orte);Schlagwörter;Editionen;Vermerk;Bestand;Verweise;Digitalisate: Dateiname (Signatur);Zitierempfehlung
8077;CdS-b1-0877;26.08.2021 10:44;Brief;https://constance-de-salm.de/archiv/#/document/10909;CdS/17/262-263;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1838-11-04;;Aventure / L'Aventure (Schloss), Gde. Chauny;https://www.geonames.org/3025860;;;Abschrift;vollständig;;3;Chère sœur, j'ai attendu ton anniversaire pour répondre à ta dernière lettre. ;"Mit Gleichgültigkeit genommenes Altern der CdS? Sein Alter und körperliche Gebrechen. Anfälligkeit im Alter, verstärkt durch den Winter. Abheilen seines Geschwulstes; weiteres Geschwulst. Gleiche Erkrankung seiner Großmutter und seines Vaters, wenn dieser so alt geworden wäre. Deren sich nähernde Todestage[?]. Bewegte, ereignisreiche Zeit seit deren Ableben. Rückkehr der CdS nach Paris? Wird selbst auch nach Paris kommen. Seine große Deutschland-Reise. Spaziergang im Leipziger Rosental. Stille der Deutschen; deren Sinn für Ordnung und Ruhe. Freude, CdS in Paris zu sehen.";;;;Leipzig;https://www.geonames.org/2879139;"Alter/Jugend; Deutschland - Wahrnehmung";;;Schloss Dyck;(https://constance-de-salm.de/archiv/#/document/6023);"CdS-b1-0877-0.jpg (CdS/17/262); CdS-b1-0877-1.jpg (CdS/17/263)";CdS/17/262-263. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/10909.
6816;CdS-b1-0878;26.08.2021 10:44;Brief;https://constance-de-salm.de/archiv/#/document/10910;CdS/17/264-265;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;1838-11-28;;Paris;https://www.geonames.org/2988507;;;Abschrift;vollständig;;3;"Je suis arrivée ici le 15, comme je te l’avais annoncé, cher frère; ";Ankunft in Paris. Gesundheitliche Verschlechterung und anschließend schrittweise Genesung. Dank für Brief. Sorgen angesichts der anhaltenden Niedergeschlagenheit des T. [Fortsetzung 1838-11-29:] Zahlreiche Besucher und Beschäftigungen. Wunsch nach Ruhe. Enttäuschung über ausgebliebene Antwort des T. auf CdS’ Bemerkungen im letzten Brief hinsichtlich der Missverständnisse zwischen beiden. Positives Urteil einiger Brüsseler Literaten zu Ts Werken. Vorfreude auf Wiedersehen in Paris.;"Saint-Mars, général vicomte de (Bruder der Schwägerin der CdS); Théis, Anne Marguerite de, geb. de Saint-Mars (Frau des Bruders der CdS); Théis, Joséphine de, verh. Saint-Cricq, gen. Finette";"n/a; n/a; n/a";"n/a; n/a; n/a";Brüssel;https://www.geonames.org/2800866;Briefpartner/Werk;;;Schloss Dyck;;"CdS-b1-0878-0.jpg (CdS/17/264); CdS-b1-0878-1.jpg (CdS/17/265)";CdS/17/264-265. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/10910.
8078;CdS-b1-0879;26.08.2021 10:44;Brief;https://constance-de-salm.de/archiv/#/document/10911;CdS/17/267-268;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;1838-12-01;;Paris;https://www.geonames.org/2988507;;;Abschrift;vollständig;;3;Je reçois à l’instant, cher frère, ta lettre du 29, qui s’est croisée avec la mienne. ;Dank für Brief. Missstimmung zwischen T. und CdS. Beständig negative Auslegung ihrer Äußerungen und Handlungen. Wunsch der CdS nach Gespräch, um Situation zu klären. Versicherung ihrer großen Zuneigung. [Fortsetzung 1838-12-26:] SRDs Ankunft. Bitte um Treffen in Paris. PS: Neujahrswünsche.;"Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Saint-Mars, général vicomte de (Bruder der Schwägerin der CdS)";"http://d-nb.info/gnd/1159074453; n/a";"http://viaf.org/viaf/1847152636116120051820; n/a";;;Freundschaft;;;Schloss Dyck;;"CdS-b1-0879-0.jpg (CdS/17/267); CdS-b1-0879-1.jpg (CdS/17/268)";CdS/17/267-268. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/10911.
10645;CdS-b1-087a;26.08.2021 10:44;Brief;https://constance-de-salm.de/archiv/#/document/10912;CdS/17/269-270;Théis, Charles Constant de;http://d-nb.info/gnd/117624365;http://viaf.org/viaf/794527;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1838-12-28;;Leipzig;https://www.geonames.org/2879139;;;Abschrift;vollständig;;3;Ma chère tante, voilà juste un an que j'ai formé mon petit établissement au coeur de l'Allemagne;Neujahrswünsche. C. lebt seit einem Jahr in Deutschland. Sein Deutschlandbild, das CdS teilt. Er vermisst freie Diskussionen. Besuch seines Vaters und seiner Schwester. Zufriedenheit mit der Gesellschaft der Stadt Leipzig, deren Familien (Holstein, Lippe, Reiss etc.) ihn aufgenommen haben. Bekanntschaft mit Mitgliedern der Universität. Grüße an Félix, der Mitglied der Nationalgarde ist.;"Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS); Francq, Louis Bernard, baron de; Théis, Joséphine de, verh. Saint-Cricq, gen. Finette";"http://d-nb.info/gnd/120564734; n/a; n/a";"http://viaf.org/viaf/32148970; n/a; n/a";Leipzig;https://www.geonames.org/2879139;"Deutschland - Wahrnehmung; Universität";;;Schloss Dyck;(https://constance-de-salm.de/archiv/#/document/6016);"CdS-b1-087a-0.jpg (CdS/17/269); CdS-b1-087a-1.jpg (CdS/17/270)";CdS/17/269-270. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/10912.
5550;CdS-b1-087b;26.08.2021 10:44;Brief;https://constance-de-salm.de/archiv/#/document/10913;CdS/17/271;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;1839-01-10;;Paris;https://www.geonames.org/2988507;;;Abschrift;vollständig;;1;J’envoie savoir de tes nouvelles, cher frère, ma santé a été si déplorable ;Schwache Gesundheit der CdS. T.s Gesundheit? Krankheit des Félix. Karte für T. Bitte um Besuch bei CdS. Einladung zu gemeinsamem Abendessen mit Ladoucette. Abendgesellschaft mit einigen Mitgliedern der Académie française. Bitte um mündliche Antwort.;"Francq, Félix, baron de; Ladoucette, Jean Charles François, baron de";"n/a; http://d-nb.info/gnd/116643919";"n/a; http://viaf.org/viaf/89245444";;;;;;Schloss Dyck;;CdS-b1-087b-0.jpg (CdS/17/271);CdS/17/271. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/10913.
9365;CdS-b1-087c;26.08.2021 10:44;Brief;https://constance-de-salm.de/archiv/#/document/10914;CdS/17/272-273;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1839-02-05;;Aventure / L'Aventure (Schloss), Gde. Chauny;https://www.geonames.org/3025860;;;Abschrift;vollständig;;3;Chère sœur, je ne t'ai pas écrit depuis mon retour, parce que je ne pouvais me résoudre ;"Verzögertes Schreiben an CdS. Sich langsam bessernde Erkältung. Empfindlichkeit; genau wie bei CdS auch. Rät zur Vorsicht mit Medikamenten. Sein Text für die Société philotechnique von Ladoucette, an dem er wieder arbeitet. Hilfe bei seiner Arbeit. Rat, eine testamentarische Verfügung noch einmal zu überdenken, um niemanden zu verärgern. Grüße. Félix soll sich schonen.";Ladoucette, Jean Charles François, baron de;http://d-nb.info/gnd/116643919;http://viaf.org/viaf/89245444;;;Briefpartner/Werk;;;Schloss Dyck;(https://constance-de-salm.de/archiv/#/document/6025);"CdS-b1-087c-0.jpg (CdS/17/272); CdS-b1-087c-1.jpg (CdS/17/273)";CdS/17/272-273. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/10914.
6825;CdS-b1-087d;26.08.2021 10:44;Brief;https://constance-de-salm.de/archiv/#/document/10915;CdS/17/274-275;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Théis, Charles Constant de;http://d-nb.info/gnd/117624365;http://viaf.org/viaf/794527;1839-02-27;;Paris;https://www.geonames.org/2988507;;;Abschrift;vollständig;;3;C’est avec beaucoup de plaisir que j’ai reçu ta lettre, mon cher Charles. ;Dank für Brief. Horizonterweiterung und Reife des C. durch seinen Aufenthalt in Leipzig. Kontakt zu Deutschen, Vergleiche mit den Franzosen. Verweise auf CdS’ Schrift „Des Allemands comparés aux Français“, von der bislang nur einige Auszüge veröffentlicht worden sind. Bevorstehende vollständige Veröffentlichung dieser Schrift. Gemeinsamer Bekannter Fürst von Reuss? Empfehlung an C., die Bekanntschaft des Prinzen zu Wied zu machen. Reise des Alexandre de Théis zu seinem Sohn C. nach Leipzig. Dessen verbesserter Gesundheitszustand dank geistiger Betätigung. Félix in der Nationalgarde. Grüße auch von Alexandre und SRD. Schwache Gesundheit der CdS seit Constants Tod. Paris-Aufenthalt noch bis Juli. Verweis auf ihre Schrift „Je mourrai comme j’ai vécu“.;"Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Francq, Félix, baron de; Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS); Wied-Neuwied, Maximilian Alexander Philipp, Prinz zu; Francq, Alexandre de; Reuss, Fürst von; Théis, Joséphine de, verh. Saint-Cricq, gen. Finette; Wied-Neuwied, Carl Emil Friedrich Heinrich, Prinz zu (Bruder des Maximilian Alexander Philipp)";"http://d-nb.info/gnd/1159074453; n/a; http://d-nb.info/gnd/120564734; http://d-nb.info/gnd/118632388; n/a; n/a; n/a; http://d-nb.info/gnd/1051172152";"http://viaf.org/viaf/1847152636116120051820; n/a; http://viaf.org/viaf/32148970; http://viaf.org/viaf/39504469; n/a; n/a; n/a; http://viaf.org/viaf/308713023";Leipzig;https://www.geonames.org/2879139;"CdS: Des Allemands comparés aux Français (1826?); Deutschland - Wahrnehmung; CdS: Je mourrai comme j’ai vécu (1837)";;;Schloss Dyck;;"CdS-b1-087d-0.jpg (CdS/17/274); CdS-b1-087d-1.jpg (CdS/17/275)";CdS/17/274-275. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/10915.
8095;CdS-b1-087e;26.08.2021 10:44;Brief;https://constance-de-salm.de/archiv/#/document/10916;CdS/17/276-278;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;1839-03-19;;Paris;https://www.geonames.org/2988507;;;Abschrift;vollständig;;5;Il y a déjà bien longtemps, cher frère, que je me propose de répondre à ta dernière lettre ;Verspätete Antwort wegen Krankheit. Brief an Charles. CdS’ Abneigung gegen alle Arten von Medikamenten. Wiederaufnahme der literarischen Arbeit des T. Hilfe durch Tochter Joséphine. Deren poetische Begabung. CdS’ Vorhaben einer Gesamtausgabe ihrer Werke. Testamentsbestimmungen und T.s Vorbehalte dagegen. Krankheit des Félix, Erinnerung an Constants Tod. [Fortsetzung 1839-03-19 (sic):] Handschriftliche Bemerkungen der CdS. Noch immer keine Aussprache zwischen CdS und T. Wunsch nach einer intakten Beziehung zwischen beiden. Grüße auch von SRD.;"Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Francq, Félix, baron de; Ladoucette, Jean Charles François, baron de; Théis, Joséphine de, verh. Saint-Cricq, gen. Finette";"http://d-nb.info/gnd/1159074453; n/a; http://d-nb.info/gnd/116643919; n/a";"http://viaf.org/viaf/1847152636116120051820; n/a; http://viaf.org/viaf/89245444; n/a";;;"Freundschaft; Tod/Trauer; Medizin/ Impfung";;;Schloss Dyck;;"CdS-b1-087e-0.jpg (CdS/17/276); CdS-b1-087e-1.jpg (CdS/17/277); CdS-b1-087e-2.jpg (CdS/17/278)";CdS/17/276-278. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/10916.
10648;CdS-b1-087f;26.08.2021 10:44;Brief;https://constance-de-salm.de/archiv/#/document/10917;CdS/17/280-281;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1839-03-29;;Aventure / L'Aventure (Schloss), Gde. Chauny;https://www.geonames.org/3025860;;;Abschrift;vollständig;;2;Chère sœur, j'ai reçu, en son temps, ta lettre du 19. ;"Krankheit der CdS. Sein gesundheitlicher Rückfall. Jährliche Erkältungen. Alle anderen Personen seines Alters sind schon gestorben. Komische Zeit, in der sie leben; moralische Misere, deren Auswirkungen man nicht absehen kann. Eindruck der Ausländer von der französischen Regierung. Zustände in Deutschland. Artikel über die Werke von CdS und von ihm in der „Revue des Romans“. Kopie desselben durch Drais. Wohlergehen von Félix? Grüße.";"Francq, Félix, baron de; Drais, Pierre (Vertrauensmann der CdS)";"n/a; http://d-nb.info/gnd/1188442287";"n/a; http://viaf.org/viaf/24156073846353862446";;;"Frankreich - Politik; Constance de Salm - Rezeption; Alter/Jugend";;;Schloss Dyck;(https://constance-de-salm.de/archiv/#/document/6026);"CdS-b1-087f-0.jpg (CdS/17/280); CdS-b1-087f-1.jpg (CdS/17/281)";CdS/17/280-281. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/10917.
9378;CdS-b1-087o;26.08.2021 10:44;Brief;https://constance-de-salm.de/archiv/#/document/10926;CdS/17/281-282;"Drais, Pierre (Vertrauensmann der CdS); Salm, Constance de (CdS)";"http://d-nb.info/gnd/1188442287; http://d-nb.info/gnd/116765968";"http://viaf.org/viaf/24156073846353862446; https://viaf.org/viaf/121051";Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;1839-04-05;;Paris;https://www.geonames.org/2988507;;;Abschrift;vollständig;;2;Monsieur le baron, je m’empresse, comme vous en avez témoigné le désir;Beiliegend eine Abschrift des Artikels über T. und CdS. Vermutung, es handle sich bei dem Autoren um einen Monsieur Girodet. Besserung des Gesundheitszustands der CdS. Diktat der CdS: Hinweis SRDs auf Bezugnahme auf Ts Schriften in „Flore de Virgile“. Botanisches Interesse, das T. und SRD verbindet. Humorvolle Bemerkung zur Botanik.;Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD);http://d-nb.info/gnd/1159074453;http://viaf.org/viaf/1847152636116120051820;;;"Briefpartner/Werk; Botanik/Gartenkunst; Constance de Salm - Rezeption";;;Schloss Dyck;;"CdS-b1-087o-0.jpg (CdS/17/281); CdS-b1-087o-1.jpg (CdS/17/282)";CdS/17/281-282. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/10926.
8097;CdS-b1-087x;26.08.2021 10:44;Brief;https://constance-de-salm.de/archiv/#/document/10935;CdS/17/301-302;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1839-04-24;[Korrigiertes Datum anhand des Originals];Aventure / L'Aventure (Schloss), Gde. Chauny;https://www.geonames.org/3025860;;;Abschrift;vollständig;;2;Chère bonne sœur, je reçois à l'instant une lettre de Monsieur Drais qui me fait beaucoup de peine. ;Kummer über die erneute Krankheit der CdS. Langsames Genesen im Alter. Auch er schlägt sich noch mit einer Erkältung herum. Kaltes Wetter im Frühling. Von Cloquet verschriebenes Arzneimittel. Hilfreiche Anwesenheit von SRD in Paris. Bitte um ihre Neuigkeiten. Grüße. Dank an Drais für den kopierten Artikel.;"Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Drais, Pierre (Vertrauensmann der CdS); Cloquet, Jules Germain (Arzt)";"http://d-nb.info/gnd/1159074453; http://d-nb.info/gnd/1188442287; http://d-nb.info/gnd/116546271";"http://viaf.org/viaf/1847152636116120051820; http://viaf.org/viaf/24156073846353862446; http://viaf.org/viaf/61623369";;;Alter/Jugend;;;Schloss Dyck;(https://constance-de-salm.de/archiv/#/document/6027);"CdS-b1-087x-0.jpg (CdS/17/301); CdS-b1-087x-1.jpg (CdS/17/302)";CdS/17/301-302. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/10935.
6831;CdS-b1-087p;26.08.2021 10:44;Brief;https://constance-de-salm.de/archiv/#/document/10927;CdS/17/283;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1839-05-08;;Aventure / L'Aventure (Schloss), Gde. Chauny;https://www.geonames.org/3025860;;;Abschrift;vollständig;;1;Chère sœur, je suis inquiet, et très inquiet, ne n'avoir pas de nouvelles de ta santé;Sorge um die Gesundheit der CdS. Bitte um Neuigkeiten. Ihr zuträgliche Hitze? Ungeduldiges Warten auf ihren Brief.;Drais, Pierre (Vertrauensmann der CdS);http://d-nb.info/gnd/1188442287;http://viaf.org/viaf/24156073846353862446;;;;;;Schloss Dyck;(https://constance-de-salm.de/archiv/#/document/6028);CdS-b1-087p-0.jpg (CdS/17/283);CdS/17/283. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/10927.
