FuD_Key;Verfasser;Verfasser_GND;Verfasser_VIAF;Empfaenger;Empfaenger_GND;Empfaenger_VIAF;Datierung;Datierung_alt;Ausstellungs_Ort;Ort_long;Ort_lat;Ausstellungsort_Geonames;Vorlage;Vollstaendigkeit;Erlaeuterung_Unvollstaendigkeit;Seiten;Anfang_Brief;Inhalt_Stichpunkte;Weitere_Personen;Weitere_Personen_GND;Weitere_Personen_VIAF;Orte;Orte_Geonames;Schlagwoerter;Editionen;Vermerk;Bestand;Verweise;Digitalisate_Signatur;Hand_Nr;Verfasser_1_Gender;Verfasser_2_Gender;Empfaenger_Gender;URL;Nr;sentiments;Austellungsort_Geonames;Austellungsort_Koordinaten
CdS-b1-07xd;Martini, Jean Paul Égide, eigentl. Johann Paul Ägidius Martin bzw. Schwarzendorf;http://d-nb.info/gnd/120252805;http://viaf.org/viaf/19866122;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;;;;;;;;vollständig;;1;Madame, vous devez avoir reçu deux lettres de moi;"Der junge Mann (March) ist auf dem Land. M. wird ihm die Briefe der CdS überbringen. Pläne Ms, verschiedene Leute zum Abendessen einzuladen (Langlès; Bruder der CdS und dessen Frau etc.). Nur noch ausstehende Entscheidung der CdS und ihrer Tochter werden benötigt. Bitte an CdS, die „Cantate” mitzubringen, die M. kopieren lassen will.";"Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS); Francq, Agathe Clémence, baronne de, geb. Pipelet, gen. Minette; Marchangy, Louis Antoine François Émilien (Ehekandidat 1812 für Minette)";"http://d-nb.info/gnd/120564734; n/a; http://d-nb.info/gnd/128410914";"http://viaf.org/viaf/32148970; n/a; http://viaf.org/viaf/2585311";;;CdS: Cantate sur le mariage de Sa Majesté l'Empereur (1810);;;Schloss Dyck;(https://constance-de-salm.de/archiv/#/document/2350);CdS-b1-07xd-0.jpg (CdS/19/087);main4;Female;;Female;https://constance-de-salm.de/archiv/#/document/10550;CdS/19/087;neutral;;
CdS-b1-07x6;Martini, Jean Paul Égide, eigentl. Johann Paul Ägidius Martin bzw. Schwarzendorf;http://d-nb.info/gnd/120252805;http://viaf.org/viaf/19866122;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;;;;;;;;vollständig;;2;Madame, j'ai fait le résumé verbalement de votre lettre;Gespräch des M. mit Marchangy im Auftrag von CdS. Dessen Enttäuschung und schriftliche Antwort. Rat des M, nicht mit einem solch guten Ehekandidaten (für die Tochter der CdS) zu handeln zu versuchen. Überzeugung des M., dass CdS eine nicht zustande kommende Hochzeit bereuen würde.;"Francq, Agathe Clémence, baronne de, geb. Pipelet, gen. Minette; Marchangy, Louis Antoine François Émilien (Ehekandidat 1812 für Minette)";"n/a; http://d-nb.info/gnd/128410914";"n/a; http://viaf.org/viaf/2585311";;;;;im Original Satzanfang: Madame, j'ai fait le résumé verbalement à votre lettre;Schloss Dyck;(https://constance-de-salm.de/archiv/#/document/2045);"CdS-b1-07x6-0.jpg (CdS/19/078); CdS-b1-07x6-1.jpg (CdS/19/079)";main4;Female;;Female;https://constance-de-salm.de/archiv/#/document/10543;CdS/19/078-079;neutral;;
CdS-b1-07xi;Martini, Jean Paul Égide, eigentl. Johann Paul Ägidius Martin bzw. Schwarzendorf;http://d-nb.info/gnd/120252805;http://viaf.org/viaf/19866122;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;;;;;;;;vollständig;;2;Madame, depuis le jour que j'ai eu l'honneur de vous écrire je ne suis pas sorti de chez moi.;"M. hat seit seinem letzten Brief aus Krankheitsgründen (eingeklemmter Nerv; Schmerzen in der Seite) nicht das Haus verlassen. Verschobene Entscheidung in seinem Prozess. Bedürfnis nach Ruhe und Rat an CdS und SRD, es ihm gleichzutun. Zurückgezogenes Leben des M.";;;;;;;;;Schloss Dyck;(https://constance-de-salm.de/archiv/#/document/3822);"CdS-b1-07xi-0.jpg (CdS/19/092); CdS-b1-07xi-1.jpg (CdS/19/093)";main4;Female;;Female;https://constance-de-salm.de/archiv/#/document/10555;CdS/19/092-093;neutral;;
CdS-b1-07y1;Martini, Jean Paul Égide, eigentl. Johann Paul Ägidius Martin bzw. Schwarzendorf;http://d-nb.info/gnd/120252805;http://viaf.org/viaf/19866122;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;;;;;;;;vollständig;;1;Madame, en vous promettant hier d'aller vous voir;Absage eines Besuchs bei CdS aufgrund einer Einladung bei Boileau und Richard. Nachfrage, ob der Besuch auf den nächsten Tag verschoben werden kann. Zusendung einer Kantate an Mlle Olympe.;Olympe, Mademoiselle;;;;;;;;Schloss Dyck;(https://constance-de-salm.de/archiv/#/document/3843);CdS-b1-07y1-0.jpg (CdS/19/123);main4;Female;;Female;https://constance-de-salm.de/archiv/#/document/10574;CdS/19/123;neutral;;
CdS-b1-07z7;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1825-05-10;;Aventure / L'Aventure (Schloss), Gde. Chauny;3.21857;49.61514;;;vollständig;;3;Chère sœur, il y a longtems, trop longtems que je ne t'ai écrit.;Ts unterbrochener Aufenthalt in Aventure. Baldige Rückkehr an seinen Arbeitsplatz, obwohl er Zeit bräuchte, um sich um Haus und Gärten zu kümmern. Arbeit durch die bevorstehende Krönung. Ts Familie wird an dieser Massenveranstaltung nicht teilnehmen. Versicherung, dass er einen Kommandanten [Freund der CdS?] gerne bei sich empfängt. Tod des Courrier. Hoffnung auf einen Besuch der CdS. Abreise des Adolphe. Dessen gute Entwicklung. Altern, aber Unterstützung durch Kinder. Rat an CdS, bei Mlle Dahmen streng zu bleiben, die sich mit Anschuldigungen an den Bischof gewandt hat.;"Dahmen, Ida, verh. Mengelbier; Charles X, König von Frankreich; Théis, Adolphe de; Courier de Méré, Paul-Louis; Simon(s), Mademoiselle";"n/a; http://d-nb.info/gnd/118776770; n/a; http://d-nb.info/gnd/118670255; n/a";"n/a; http://viaf.org/viaf/96583780; n/a; http://viaf.org/viaf/5724843; n/a";Aventure / L'Aventure (Schloss), Gde. Chauny;https://www.geonames.org/3025860;;;;Schloss Dyck;Original: C04/S29/066-068(https://constance-de-salm.de/archiv/#/document/5895);"CdS-b1-07z7-0.jpg (CdS/16/062); CdS-b1-07z7-1.jpg (CdS/16/063)";main1;Male;Male;Female;https://constance-de-salm.de/archiv/#/document/10620;CdS/16/062-063;négatif;https://www.geonames.org/3025860;49.61514, 3.21857
CdS-b1-07zj;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1825-10-08;;Laon;3.62714;49.5631;;;vollständig;;4;"Très chère soeur, j'ai été longtems sans t'écrire; j'attendais de toi une lettre";Unterbrochener Aufenthalt Ts mit der Familie in Aventure, da er den Präfekten vertreten musste. Erkrankung seiner Tochter. Freude, dass CdS und SRD sein Roman gefallen hat. Überraschung über von CdS konstatierte Ähnlichkeit zwischen SRD und dem Vater seiner Romanheldin. Ts Versicherung, dass dieser Vergleich SRD nicht gerecht wird. Im Roman findet sich nur eine verklausulierte Beschreibung von Dyck. Einzig mögliche Parallele zu SRD in Ts Roman ist die Beschreibung eines dt. Prinzen. Weitere Parallelen zu ihren Eltern und CdS, an die T. aber gar nicht dachte. Blühende Fantasie der CdS. Freude über Freundschaftsbekundungen der CdS, da der letzte Besuch bei ihr in Paris enttäuschend war und T. sich nicht gut aufgenommen fühlte.;"Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Théis, Joséphine de, verh. Saint-Cricq, gen. Finette";"http://d-nb.info/gnd/1159074453; n/a";"http://viaf.org/viaf/1847152636116120051820; n/a";"Dyck (Schloss), Gde. Jüchen; Aventure / L'Aventure (Schloss), Gde. Chauny";"https://www.geonames.org/2894637; https://www.geonames.org/3025860";"Briefpartner/Werk; Freundschaft";;;Schloss Dyck;Original: C04/S29/081-083(https://constance-de-salm.de/archiv/#/document/5900);"CdS-b1-07zj-0.jpg (CdS/16/079); CdS-b1-07zj-1.jpg (CdS/16/080); CdS-b1-07zj-2.jpg (CdS/16/081)";main1;Male;Male;Female;https://constance-de-salm.de/archiv/#/document/10632;CdS/16/079-081;négatif;https://www.geonames.org/3007477;49.5631, 3.62714
CdS-b1-07z0;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1822-10-03;;Aventure / L'Aventure (Schloss), Gde. Chauny;3.21857;49.61514;;;vollständig;;4;Chère bonne sœur, après m'être plaint de ton silence, c'est moi qui ai ce tort à mon tour.;Arbeitsreicher Aufenthalt des T. in Aventure, besonders durch die Beschäftigung mit den Gärten, die er selbst geschaffen hat. Ts Vorliebe für die Botanik. Aus Dyck mitgebrachte Pflanzen. Verbesserter Gesundheitszustand der CdS. Altern des T. Baldige Rückkehr nach Laon. Zufriedenheit mit dem Zustand des Hauses, das er zurücklässt. Notwendige finanzielle Einnahmen durch seinen Beruf. Versicherung, sich nicht in Dinge einzumischen, die ihn nicht betreffen. Ein von T abgelehnter Erlass [des Präfekten], den er aber mitunterschreiben musste. Erkrankung des Breguet.;Breguet, Abraham Louis (?);http://d-nb.info/gnd/119033399;http://viaf.org/viaf/59225234;"Laon; Aventure / L'Aventure (Schloss), Gde. Chauny";"https://www.geonames.org/3007477; https://www.geonames.org/3025860";"Botanik/Gartenkunst; Karriere/-förderung; Landleben/Provinzleben";;;Schloss Dyck;Original: C04/S29/048-050(https://constance-de-salm.de/archiv/#/document/5889);"CdS-b1-07z0-0.jpg (CdS/16/049); CdS-b1-07z0-1.jpg (CdS/16/050); CdS-b1-07z0-2.jpg (CdS/16/051)";main1;Male;Male;Female;https://constance-de-salm.de/archiv/#/document/10613;CdS/16/049-051;positif;https://www.geonames.org/3025860;49.61514, 3.21857
CdS-b1-07yt;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD);http://d-nb.info/gnd/1159074453;http://viaf.org/viaf/1847152636116120051820;1822-04-24;;Laon;3.62714;49.5631;;;vollständig;;4;Très cher Prince, que ditez-vous de moi?;Freude über Brief SRDs. Übereinstimmende Meinung zu Polyklet. Schlechte Meinung Ts über einen Artikel im „Journal des Débats“. Neuausgabe einer erfolgreichen Schrift Ts. SRD als erster Leser. Rechtfertigungen zu einem Brief Ts, der CdS missfallen hat. Arbeitsbelastung Ts. Keine Möglichkeit für ihn, an der Spitze einer Präfektur zu stehen, diese Stellen werden an Abgeordnete, Minister und verdienstvolle Personen vergeben. Qualitäten des letzten Präfekten. Pflanzen Ts, die er aus Dyck mitgenommen hat. Hoffnung, dass nicht eine ihm unliebsame Person Abgeordneter wird.;"Maradan, Monsieur (Verleger); Salm, Constance de (CdS)";"n/a; http://d-nb.info/gnd/116765968";"n/a; https://viaf.org/viaf/121051";;;"Briefpartner/Werk; Botanik/Gartenkunst; Karriere/-förderung";;;Schloss Dyck;Original: C04/S29/030-032(https://constance-de-salm.de/archiv/#/document/5883);"CdS-b1-07yt-0.jpg (CdS/16/035); CdS-b1-07yt-1.jpg (CdS/16/036); CdS-b1-07yt-2.jpg (CdS/16/037)";main1;Male;Male;Male;https://constance-de-salm.de/archiv/#/document/10606;CdS/16/035-037;négatif;https://www.geonames.org/3007477;49.5631, 3.62714
CdS-b1-0807;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1826-02-03;"Fehlerhafte Abschrift des Datums; im Original: 1826-02-05";Laon;3.62714;49.5631;;;vollständig;;3;Chère bonne sœur, ta dernière lettre m'avait donné de vives inquiétudes sur ta santé;Sorge um Gesundheitszustand der CdS. Ts positive Meinung über den Arzt Gay. Ts Erkältung.;"Simon(s), Mademoiselle; Saint-Mars, vicomte de [= général de Saint-Mars?]; Gay, Monsieur (Arzt?)";"n/a; n/a; n/a";"n/a; n/a; n/a";;;Gesundheit/Krankheit;;;Schloss Dyck;Original: C04/S29/111-113(https://constance-de-salm.de/archiv/#/document/5908);"CdS-b1-0807-0.jpg (CdS/16/110); CdS-b1-0807-1.jpg (CdS/16/111)";main1;Male;Male;Female;https://constance-de-salm.de/archiv/#/document/10656;CdS/16/110-111;positif;https://www.geonames.org/3007477;49.5631, 3.62714
CdS-b1-07z5;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1824-12-29;;Laon;3.62714;49.5631;;;vollständig;;3;Chère bonne sœur, Charles m'apporte à la préfecture;Neujahrswünsche. Verbesserte Gesundheit der CdS. Ihr Glück mit SRD und ihren Enkelkindern. Einziger Schatten durch den Prozess und die Schikanen einer Familie. Arbeitsbelastung des T. Bevorstehende Reise des T. zwecks Einberufungen ins Militär. Aufgaben des Präfekten und des T. Schlechte Straßen. Ts Gesundheitszustand und sein Alter.;;;;"Chauny; Aventure / L'Aventure (Schloss), Gde. Chauny";"https://www.geonames.org/3025860; https://www.geonames.org/3025860";;;;Schloss Dyck;Original: C04/S29/061-063(https://constance-de-salm.de/archiv/#/document/5893);"CdS-b1-07z5-0.jpg (CdS/16/058); CdS-b1-07z5-1.jpg (CdS/16/059)";main1;Male;Male;Female;https://constance-de-salm.de/archiv/#/document/10618;CdS/16/058-059;positif;https://www.geonames.org/3007477;49.5631, 3.62714
CdS-b1-07zv;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;;;Laon;3.62714;49.5631;;;vollständig;;3;Chère sœur, j'ai reçu ta dernière lettre, et je l'ai lue avec toute l'attention qu'elle exige.;Erhalt eines Briefs der CdS. Versicherung seiner Zuneigung zu CdS. Ts Klagen über den letzten Besuch bei CdS in Paris: kalter Empfang, viel Kritik etc. Ts Verletztheit aufgrund ihrer Kritik seines Charakters und Unverständnis bezüglich einer Reaktion der CdS. Misstrauen der CdS. Wunsch, dass CdS seine Worte und Briefe so nimmt, wie sie gemeint sind. Ts Zuneigung zu CdS.;;;;;;Freundschaft;;;Schloss Dyck;Original: C04/S29/087-089(https://constance-de-salm.de/archiv/#/document/5902);"CdS-b1-07zv-0.jpg (CdS/16/098); CdS-b1-07zv-1.jpg (CdS/16/099)";main1;Male;Male;Female;https://constance-de-salm.de/archiv/#/document/10644;CdS/16/098-099;négatif;https://www.geonames.org/3007477;49.5631, 3.62714
CdS-b1-080j;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;1826-06-18;;Dyck (Schloss), Gde. Jüchen;6.5;51.1;;;vollständig;;4;"J’ai bien tardé à t‘écrire et à répondre à ta lettre, cher frère; mais les premiers jours de mon séjour ici";Ankunft in Dyck, Besserung ihres Gesundheitszustandes. Wertschätzung der Dauphine (Marie-Thérèse de France) für T., möglicherweise daraus erwachsende berufliche Chancen für T. Kommentar zu Entscheidung der Dauphine, während ihres Aufenthalts eine Kaserne statt eines Krankenhauses zu besuchen. Aufenthalt des neuen Erziehers der Enkel, Monsieur Canot, in Dyck. Bedauern über Abwesenheit des Cousins Adolphe, Ts Sohn. Bitte um Brief von Joséphine. Besuch des Erzbischofs und des Prinzen Friedrich, Neffe des preußischen Königs, im Rheinland. CdS’ Wunsch nach ruhigem, zurückgezogenem Leben. Besuch des Generals Maison in Dyck. Kontakte zu weiteren Franzosen. Freude über die Gärten von Dyck, Vergleich mit Aventure. Besserung des Gesundheitszustandes der CdS. Sorge um Entwicklung der Enkel nach Eintritt in ein Pensionat. Urteil über Neffen Alfred. Kommentar der Mademoiselle Le Roi [= Leroy?] zu Ts Äußerungen zu Ehe in seinem Roman [zuletzt Streitpunkt zwischen CdS und T.].;"Théis, Adolphe de; Salm-Reifferscheidt-Alfter, Alfred Joseph Klemens Fürst und Altgraf zu; Marie-Thérèse de France, duchesse d'Angoulême, später dauphine de France; Francq, drei Enkel der CdS; Leroy de Bacre, Félicie, geb. Dalpayet; Maison, général, später maréchal Nicolas Joseph; Canot / Canaux, Monsieur (unklar ob Vertrauensmann der Salm-Dyck oder/und Cousin der Francq?); Théis, Anne Marguerite de, geb. de Saint-Mars (Frau des Bruders der CdS); Théis, Joséphine de, verh. Saint-Cricq, gen. Finette; Preußen, Prinz Friedrich von (Neffe Friedrich Wilhelms III.); Spiegel, Ferdinand August von (Erzbischof von Köln)";"n/a; http://d-nb.info/gnd/139642293; http://d-nb.info/gnd/142707007; n/a; n/a; http://d-nb.info/gnd/119443759; n/a; n/a; n/a; n/a; http://d-nb.info/gnd/118532537";"n/a; http://viaf.org/viaf/102506361; http://viaf.org/viaf/34393130; n/a; n/a; http://viaf.org/viaf/49532186; n/a; n/a; n/a; n/a; http://viaf.org/viaf/13049116";Aventure / L'Aventure (Schloss), Gde. Chauny;https://www.geonames.org/3025860;"Militär; Karriere/-förderung; Religion/Kirche; Ehe/Liebe";;;Schloss Dyck;;"CdS-b1-080j-0.jpg (CdS/16/121); CdS-b1-080j-1.jpg (CdS/16/122); CdS-b1-080j-2.jpg (CdS/16/123)";main1;Female;Female;Male;https://constance-de-salm.de/archiv/#/document/10668;CdS/16/121-123;positif;https://www.geonames.org/2894637;51.1, 6.5
CdS-b1-080w;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1826-12-10;;Laon;3.62714;49.5631;;;vollständig;;4;Chère sœur, c'est aujourd'huy dimanche, et très occupé depuis 8 jours que mon patron est parti;Arbeitsbelastung des T., der den nach Paris gereisten Präfekten vertritt. Ankunft der CdS in Paris. Ts Zuneigung zu CdS. Altern. Revolutionen, die sie gemeinsam durchstanden haben. Bezugnahme auf einen Brief der CdS: In Frankreich herrscht das Gesetz, in Spanien die Religion. Ein Fehler eines jungen nicht verheirateten Paares. Ablehnende Position des Polyklet und der Römer zur Scheidung, da diese bei ihnen zu häufig war. Vermutung, dass sich die Leser weniger als angenommen um die Privatangelegenheiten der Schriftsteller scheren. Meinung des T.: Scheidungen sollen schwieriger zugänglich sein, aber nicht unmöglich. Ts Versicherung, dass er CdS im persönlichen Gespräch von den Romanen erzählt hätte. Seine momentane Arbeit an einem historisch-politischen Werk. Zufriedenheit mit der guten Position des SRD. Charles arbeitet wieder in der Präfektur. Die Gesundheit von Ts Tochter leidet, wenn sie zu viel Energie in die Malerei steckt. Ihre Fortschritte in Paris. Ein gutes Selbstporträt.;"Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Théis, Charles Constant de; Polyklet; Théis, Joséphine de, verh. Saint-Cricq, gen. Finette";"http://d-nb.info/gnd/1159074453; http://d-nb.info/gnd/117624365; http://d-nb.info/gnd/102403872; n/a";"http://viaf.org/viaf/1847152636116120051820; http://viaf.org/viaf/794527; http://viaf.org/viaf/29921037; n/a";;;"Briefpartner/Werk; Bildende Kunst; Alter/Jugend; Französische Revolution";;Falsche Reihenfolge der Digitalisate. Der Brief beginnt mit dem Digitalisat C04/S29/161.;Schloss Dyck;Original: C04/S29/159-163(https://constance-de-salm.de/archiv/#/document/5924);"CdS-b1-080w-0.jpg (CdS/16/137); CdS-b1-080w-1.jpg (CdS/16/138); CdS-b1-080w-2.jpg (CdS/16/139)";main1;Male;Male;Female;https://constance-de-salm.de/archiv/#/document/10682;CdS/16/137-139;négatif;https://www.geonames.org/3007477;49.5631, 3.62714
CdS-b1-081d;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1827-09-19;;Laon;3.62714;49.5631;;;vollständig;;4;"Chère sœur, tu m'accuses sans doute de négligence; et tu es bien loin de la vérité!";Zufriedenstellender Besuch des Königs in Laon. Ts Beschäftigung mit einer wichtigen Sache: Bekanntschaft mit der Comtesse de Saint-Cricq und ihrem Sohn. Deren Interesse für Ts Tochter. Zunächst Ablehnung der Hochzeitspläne durch den Comte de Saint-Cricq. Zusammentreffen des Comte mit T., ebenfalls Gespräch mit der Tochter. Daraufhin Zustimmung. Keine Thematisierung der großen Rangunterschiede. Positive Beschreibung des Charakters des Auguste, Zusammensetzung der Familie de Saint-Cricq und unglückliche Ehe des älteren Bruders mit einer reichen Frau. Daher Ablehnung seiner Mutter von Ehen aus finanziellen Gründen. Ts Zufriedenheit mit der geplanten Heirat.;"Charles X, König von Frankreich; Saint-Cricq, Auguste de (Ehemann von CdS' Nichte Joséphine); Saint-Cricq, Pierre-Laurent-Barthélémy de (Schwiegervater der Joséphine); Théis, Joséphine de, verh. Saint-Cricq, gen. Finette";"http://d-nb.info/gnd/118776770; n/a; n/a; n/a";"http://viaf.org/viaf/96583780; http://viaf.org/viaf/313412975; http://viaf.org/viaf/38444704; n/a";;;"Adel; Wirtschaft/Finanzen; Freundschaft";;;Schloss Dyck;(https://constance-de-salm.de/archiv/#/document/5936);"CdS-b1-081d-0.jpg (CdS/16/160); CdS-b1-081d-1.jpg (CdS/16/161); CdS-b1-081d-2.jpg (CdS/16/162)";main1;Male;Male;Female;https://constance-de-salm.de/archiv/#/document/10699;CdS/16/160-162;négatif;https://www.geonames.org/3007477;49.5631, 3.62714
